Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
297,Entry long,2025-08-04 16:26,M1 scalp up,3374.56,1,3374.56,-421.51,-0.08,0,1.47,0.00,-421.51,-0.08,-19868,-1.99,13
298,Exit long,2025-08-04 17:07,TSL,3372.18,2,6743.1,185.7,0.02,0,486.35,0.05,-294.76,-0.03,-19682.3,-1.97,21
298,Entry long,2025-08-04 16:46,M1 scalp up,3371.55,2,6743.1,185.7,0.02,0,486.35,0.05,-294.76,-0.03,-19682.3,-1.97,21
299,Exit long,2025-08-04 17:24,TSL,3372.71,2,6743.1,341.92,0.03,0,489.3,0.05,-120.85,-0.01,-19340.38,-1.93,10
299,Entry long,2025-08-04 17:14,M1 scalp up,3371.55,2,6743.1,341.92,0.03,0,489.3,0.05,-120.85,-0.01,-19340.38,-1.93,10
300,Exit long,2025-08-04 17:32,TSL,3373.83,2,6743.4,627.84,0.06,0,775.22,0.08,0,0.00,-18712.54,-1.87,3
300,Entry long,2025-08-04 17:29,M1 scalp up,3371.7,2,6743.4,627.84,0.06,0,775.22,0.08,0,0.00,-18712.54,-1.87,3
301,Exit long,2025-08-04 17:57,TSL,3373.43,2,6744.82,300.66,0.03,0,453.93,0.05,-182.75,-0.02,-18411.89,-1.84,19
301,Entry long,2025-08-04 17:38,M1 scalp up,3372.41,2,6744.82,300.66,0.03,0,453.93,0.05,-182.75,-0.02,-18411.89,-1.84,19
302,Exit long,2025-08-04 20:18,TSL,3376.43,3,10124.31,733.95,0.05,0,884.28,0.06,-44.21,0.00,-17677.94,-1.77,13
302,Entry long,2025-08-04 20:05,M1 scalp up,3374.77,3,10124.31,733.95,0.05,0,884.28,0.06,-44.21,0.00,-17677.94,-1.77,13
303,Exit long,2025-08-05 14:01,TSL,3378.11,1,3375.66,360.35,0.07,0,738.35,0.15,-532.44,-0.11,-17317.58,-1.73,13
303,Entry long,2025-08-05 13:48,M1 scalp up,3375.66,1,3375.66,360.35,0.07,0,738.35,0.15,-532.44,-0.11,-17317.58,-1.73,13
304,Exit long,2025-08-05 15:34,SL,3382.71,1,3385.57,-420.65,-0.08,0,148.55,0.03,-420.65,-0.08,-17738.24,-1.77,9
304,Entry long,2025-08-05 15:25,M1 scalp up,3385.57,1,3385.57,-420.65,-0.08,0,148.55,0.03,-420.65,-0.08,-17738.24,-1.77,9
305,Exit long,2025-08-05 16:13,SL,3386.89,2,6778.06,-629.51,-0.06,0,282.4,0.03,-629.51,-0.06,-18367.75,-1.84,7
305,Entry long,2025-08-05 16:06,M1 scalp up,3389.03,2,6778.06,-629.51,-0.06,0,282.4,0.03,-629.51,-0.06,-18367.75,-1.84,7
306,Exit long,2025-08-05 16:30,SL,3379.69,1,3382.47,-408.89,-0.08,0,86.78,0.02,-408.89,-0.08,-18776.64,-1.88,0
306,Entry long,2025-08-05 16:30,M1 scalp up,3382.47,1,3382.47,-408.89,-0.08,0,86.78,0.02,-408.89,-0.08,-18776.64,-1.88,0
307,Exit long,2025-08-05 17:44,TSL,3381.72,1,3379.62,308.87,0.06,0,455.95,0.09,-127.96,-0.03,-18467.77,-1.85,67
307,Entry long,2025-08-05 16:37,M1 scalp up,3379.62,1,3379.62,308.87,0.06,0,455.95,0.09,-127.96,-0.03,-18467.77,-1.85,67
308,Exit long,2025-08-05 18:19,SL,3378.68,2,6761.66,-632.45,-0.06,0,220.62,0.02,-632.45,-0.06,-19100.22,-1.91,32
308,Entry long,2025-08-05 17:47,M1 scalp up,3380.83,2,6761.66,-632.45,-0.06,0,220.62,0.02,-632.45,-0.06,-19100.22,-1.91,32
309,Exit long,2025-08-05 20:08,TSL,3379.84,3,10136.91,383.88,0.03,0,533.91,0.04,-105.9,-0.01,-18716.33,-1.87,8
309,Entry long,2025-08-05 20:00,M1 scalp up,3378.97,3,10136.91,383.88,0.03,0,533.91,0.04,-105.9,-0.01,-18716.33,-1.87,8
310,Exit long,2025-08-06 13:55,TSL,3372.37,1,3368.47,575.67,0.12,0,723.28,0.15,-476.77,-0.10,-18140.66,-1.81,23
310,Entry long,2025-08-06 13:32,M1 scalp up,3368.47,1,3368.47,575.67,0.12,0,723.28,0.15,-476.77,-0.10,-18140.66,-1.81,23
311,Exit long,2025-08-06 14:50,TSL,3377.31,1,3374.92,352.78,0.07,0,503.34,0.10,-4.43,0.00,-17787.88,-1.78,14
311,Entry long,2025-08-06 14:36,M1 scalp up,3374.92,1,3374.92,352.78,0.07,0,503.34,0.10,-4.43,0.00,-17787.88,-1.78,14
312,Exit long,2025-08-06 15:35,SL,3374.54,1,3377.4,-422.16,-0.08,0,296.69,0.06,-422.16,-0.08,-18210.04,-1.82,26
312,Entry long,2025-08-06 15:09,M1 scalp up,3377.4,1,3377.4,-422.16,-0.08,0,296.69,0.06,-422.16,-0.08,-18210.04,-1.82,26
313,Exit long,2025-08-06 16:17,SL,3373.77,1,3376.98,-473.82,-0.10,0,335.07,0.07,-473.82,-0.10,-18683.86,-1.87,13
313,Entry long,2025-08-06 16:04,M1 scalp up,3376.98,1,3376.98,-473.82,-0.10,0,335.07,0.07,-473.82,-0.10,-18683.86,-1.87,13
314,Exit long,2025-08-06 17:23,SL,3371.73,1,3374.6,-423.63,-0.09,0,438.4,0.09,-423.63,-0.09,-19107.5,-1.91,47
314,Entry long,2025-08-06 16:36,M1 scalp up,3374.6,1,3374.6,-423.63,-0.09,0,438.4,0.09,-423.63,-0.09,-19107.5,-1.91,47
315,Exit long,2025-08-06 18:04,SL,3372.97,2,6750.08,-611.1,-0.06,0,103.33,0.01,-611.1,-0.06,-19718.59,-1.97,12
315,Entry long,2025-08-06 17:52,M1 scalp up,3375.04,2,6750.08,-611.1,-0.06,0,103.33,0.01,-611.1,-0.06,-19718.59,-1.97,12
316,Exit long,2025-08-06 20:13,SL,3369.93,2,6743.28,-504.82,-0.05,0,321.79,0.03,-504.82,-0.05,-20223.41,-2.02,38
316,Entry long,2025-08-06 19:35,M1 scalp up,3371.64,2,6743.28,-504.82,-0.05,0,321.79,0.03,-504.82,-0.05,-20223.41,-2.02,38
317,Exit short,2025-08-06 22:00,SL,3370.01,3,10105.26,-702.83,-0.05,0,132.85,0.01,-702.83,-0.05,-20926.24,-2.09,9
317,Entry short,2025-08-06 20:51,M1 scalp down,3368.42,3,10105.26,-702.83,-0.05,0,132.85,0.01,-702.83,-0.05,-20926.24,-2.09,9
318,Exit long,2025-08-07 13:42,TSL,3388.66,1,3386.29,349.21,0.07,0,601.16,0.12,-83.99,-0.02,-20577.04,-2.06,2
318,Entry long,2025-08-07 13:40,M1 scalp up,3386.29,1,3386.29,349.21,0.07,0,601.16,0.12,-83.99,-0.02,-20577.04,-2.06,2
319,Exit long,2025-08-07 16:03,TSL,3391.42,1,3388.28,462.66,0.09,0,627.69,0.13,-558.43,-0.11,-20114.38,-2.01,45
319,Entry long,2025-08-07 15:18,M1 scalp up,3388.28,1,3388.28,462.66,0.09,0,627.69,0.13,-558.43,-0.11,-20114.38,-2.01,45
320,Exit long,2025-08-07 16:31,SL,3387.74,1,3390.5,-406.67,-0.08,0,147.34,0.03,-406.67,-0.08,-20521.05,-2.05,17
320,Entry long,2025-08-07 16:14,M1 scalp up,3390.5,1,3390.5,-406.67,-0.08,0,147.34,0.03,-406.67,-0.08,-20521.05,-2.05,17
321,Exit long,2025-08-07 17:13,SL,3384.91,1,3387.66,-405.2,-0.08,0,356.57,0.07,-405.2,-0.08,-20926.24,-2.09,37
321,Entry long,2025-08-07 16:36,M1 scalp up,3387.66,1,3387.66,-405.2,-0.08,0,356.57,0.07,-405.2,-0.08,-20926.24,-2.09,37
322,Exit long,2025-08-07 17:33,TSL,3388.97,1,3385.49,512.76,0.10,0,660.1,0.13,-173.87,-0.03,-20413.49,-2.04,15
322,Entry long,2025-08-07 17:18,M1 scalp up,3385.49,1,3385.49,512.76,0.10,0,660.1,0.13,-173.87,-0.03,-20413.49,-2.04,15
323,Exit long,2025-08-07 20:08,TSL,3399.58,1,3397.85,254.91,0.05,0,450.87,0.09,-36.84,-0.01,-20158.58,-2.02,14
323,Entry long,2025-08-07 19:54,M1 scalp up,3397.85,1,3397.85,254.91,0.05,0,450.87,0.09,-36.84,-0.01,-20158.58,-2.02,14
324,Exit long,2025-08-07 20:30,TSL,3400.73,1,3398.21,371.31,0.07,0,518.65,0.10,-57.46,-0.01,-19787.27,-1.98,19
324,Entry long,2025-08-07 20:11,M1 scalp up,3398.21,1,3398.21,371.31,0.07,0,518.65,0.10,-57.46,-0.01,-19787.27,-1.98,19
325,Exit long,2025-08-07 22:01,TSL,3401.23,1,3396.53,691.4,0.14,0,1335.72,0.27,-635.05,-0.13,-19095.87,-1.91,12
325,Entry long,2025-08-07 20:49,M1 scalp up,3396.53,1,3396.53,691.4,0.14,0,1335.72,0.27,-635.05,-0.13,-19095.87,-1.91,12
326,Exit long,2025-08-08 15:19,TSL,3393.04,1,3389.34,544.29,0.11,0,691.4,0.14,-88.26,-0.02,-18551.58,-1.86,10
326,Entry long,2025-08-08 15:09,M1 scalp up,3389.34,1,3389.34,544.29,0.11,0,691.4,0.14,-88.26,-0.02,-18551.58,-1.86,10
327,Exit long,2025-08-08 15:40,TSL,3393.61,1,3391.56,301.57,0.06,0,448.67,0.09,-95.62,-0.02,-18250.02,-1.83,7
327,Entry long,2025-08-08 15:33,M1 scalp up,3391.56,1,3391.56,301.57,0.06,0,448.67,0.09,-95.62,-0.02,-18250.02,-1.83,7
328,Exit long,2025-08-08 15:51,TSL,3393.47,1,3391.27,323.63,0.06,0,470.74,0.09,-39.72,-0.01,-17926.38,-1.79,7
328,Entry long,2025-08-08 15:44,M1 scalp up,3391.27,1,3391.27,323.63,0.06,0,470.74,0.09,-39.72,-0.01,-17926.38,-1.79,7
329,Exit long,2025-08-08 16:26,TSL,3397.56,1,3394.9,391.3,0.08,0,538.41,0.11,-194.18,-0.04,-17535.08,-1.75,13
329,Entry long,2025-08-08 16:13,M1 scalp up,3394.9,1,3394.9,391.3,0.08,0,538.41,0.11,-194.18,-0.04,-17535.08,-1.75,13
330,Exit long,2025-08-08 17:02,SL,3395.82,1,3398.62,-411.9,-0.08,0,244.2,0.05,-411.9,-0.08,-17946.98,-1.79,18
330,Entry long,2025-08-08 16:44,M1 scalp up,3398.62,1,3398.62,-411.9,-0.08,0,244.2,0.05,-411.9,-0.08,-17946.98,-1.79,18
331,Exit long,2025-08-08 17:59,SL,3393.69,1,3396.59,-426.61,-0.09,0,426.61,0.09,-426.61,-0.09,-18373.59,-1.84,34
331,Entry long,2025-08-08 17:25,M1 scalp up,3396.59,1,3396.59,-426.61,-0.09,0,426.61,0.09,-426.61,-0.09,-18373.59,-1.84,34
332,Exit long,2025-08-10 22:01,TSL,3403.43,1,3396.45,1030.97,0.21,0,1178.67,0.23,-623.73,-0.12,-17342.62,-1.73,58
332,Entry long,2025-08-08 20:03,M1 scalp up,3396.45,1,3396.45,1030.97,0.21,0,1178.67,0.23,-623.73,-0.12,-17342.62,-1.73,58
333,Exit short,2025-08-11 14:02,TSL,3357.41,1,3360.37,437.2,0.09,0,589.33,0.12,-369.26,-0.07,-16905.42,-1.69,12
333,Entry short,2025-08-11 13:50,M1 scalp down,3360.37,1,3360.37,437.2,0.09,0,589.33,0.12,-369.26,-0.07,-16905.42,-1.69,12
334,Exit short,2025-08-11 14:21,TSL,3356.09,1,3358.53,360.4,0.07,0,542.07,0.11,-104.87,-0.02,-16545.02,-1.65,6
334,Entry short,2025-08-11 14:15,M1 scalp down,3358.53,1,3358.53,360.4,0.07,0,542.07,0.11,-104.87,-0.02,-16545.02,-1.65,6
335,Exit short,2025-08-11 14:27,TSL,3355.39,1,3357.96,379.6,0.08,0,527.3,0.11,-91.58,-0.02,-16165.42,-1.62,4
335,Entry short,2025-08-11 14:23,M1 scalp down,3357.96,1,3357.96,379.6,0.08,0,527.3,0.11,-91.58,-0.02,-16165.42,-1.62,4
336,Exit short,2025-08-11 15:09,TSL,3346,1,3348.23,329.38,0.07,0,477.08,0.10,-109.3,-0.02,-15836.05,-1.58,8
336,Entry short,2025-08-11 15:01,M1 scalp down,3348.23,1,3348.23,329.38,0.07,0,477.08,0.10,-109.3,-0.02,-15836.05,-1.58,8
337,Exit short,2025-08-11 15:30,SL,3350.75,1,3347.01,-552.41,-0.11,0,122.59,0.02,-552.41,-0.11,-16388.46,-1.64,11
337,Entry short,2025-08-11 15:19,M1 scalp down,3347.01,1,3347.01,-552.41,-0.11,0,122.59,0.02,-552.41,-0.11,-16388.46,-1.64,11
338,Exit short,2025-08-11 16:07,TSL,3346.66,1,3350.54,573.09,0.12,0,731.13,0.15,-255.53,-0.05,-15815.37,-1.58,33
338,Entry short,2025-08-11 15:34,M1 scalp down,3350.54,1,3350.54,573.09,0.12,0,731.13,0.15,-255.53,-0.05,-15815.37,-1.58,33
339,Exit short,2025-08-11 16:36,TSL,3344.69,1,3347.91,475.6,0.10,0,635.12,0.13,-225.99,-0.05,-15339.77,-1.53,20
339,Entry short,2025-08-11 16:16,M1 scalp down,3347.91,1,3347.91,475.6,0.10,0,635.12,0.13,-225.99,-0.05,-15339.77,-1.53,20
340,Exit short,2025-08-11 17:06,TSL,3343.45,2,6688.96,304.27,0.03,0,451.97,0.05,-29.54,0.00,-15035.5,-1.50,12
340,Entry short,2025-08-11 16:54,M1 scalp down,3344.48,2,6688.96,304.27,0.03,0,451.97,0.05,-29.54,0.00,-15035.5,-1.50,12
341,Exit short,2025-08-11 17:29,SL,3345.37,2,6686.5,-626.26,-0.06,0,321.99,0.03,-626.26,-0.06,-15661.76,-1.57,7
341,Entry short,2025-08-11 17:22,M1 scalp down,3343.25,2,6686.5,-626.26,-0.06,0,321.99,0.03,-626.26,-0.06,-15661.76,-1.57,7
342,Exit short,2025-08-11 19:59,TSL,3351.05,2,6706.64,670.57,0.07,0,836,0.08,-316.08,-0.03,-14991.19,-1.50,23
342,Entry short,2025-08-11 19:36,M1 scalp down,3353.32,2,6706.64,670.57,0.07,0,836,0.08,-316.08,-0.03,-14991.19,-1.50,23
343,Exit short,2025-08-11 20:34,TSL,3348.6,2,6702.82,830.09,0.08,0,977.79,0.10,-23.63,0.00,-14161.1,-1.42,23
343,Entry short,2025-08-11 20:11,M1 scalp down,3351.41,2,6702.82,830.09,0.08,0,977.79,0.10,-23.63,0.00,-14161.1,-1.42,23
344,Exit short,2025-08-12 15:22,SL,3346.45,1,3342.04,-653.3,-0.13,0,157.03,0.03,-653.3,-0.13,-14814.4,-1.48,11
344,Entry short,2025-08-12 15:11,M1 scalp down,3342.04,1,3342.04,-653.3,-0.13,0,157.03,0.03,-653.3,-0.13,-14814.4,-1.48,11
345,Exit short,2025-08-12 16:34,SL,3351.06,1,3347.81,-481.46,-0.10,0,82.96,0.02,-481.46,-0.10,-15295.85,-1.53,7
345,Entry short,2025-08-12 16:27,M1 scalp down,3347.81,1,3347.81,-481.46,-0.10,0,82.96,0.02,-481.46,-0.10,-15295.85,-1.53,7
346,Exit short,2025-08-12 17:51,TSL,3347.41,1,3349.83,358.5,0.07,0,506.64,0.10,-112.59,-0.02,-14937.35,-1.49,58
346,Entry short,2025-08-12 16:53,M1 scalp down,3349.83,1,3349.83,358.5,0.07,0,506.64,0.10,-112.59,-0.02,-14937.35,-1.49,58
347,Exit short,2025-08-12 20:44,SL,3348.95,2,6694.44,-512.57,-0.05,0,177.77,0.02,-512.57,-0.05,-15449.92,-1.54,32
347,Entry short,2025-08-12 20:12,M1 scalp down,3347.22,2,6694.44,-512.57,-0.05,0,177.77,0.02,-512.57,-0.05,-15449.92,-1.54,32
348,Exit long,2025-08-13 14:47,SL,3361.72,1,3366.38,-688.92,-0.14,0,99.05,0.02,-688.92,-0.14,-16138.84,-1.61,31
348,Entry long,2025-08-13 14:16,M1 scalp up,3366.38,1,3366.38,-688.92,-0.14,0,99.05,0.02,-688.92,-0.14,-16138.84,-1.61,31
349,Exit long,2025-08-13 15:12,SL,3358.44,1,3361.64,-473.08,-0.10,0,313.41,0.06,-473.08,-0.10,-16611.91,-1.66,13
349,Entry long,2025-08-13 14:59,M1 scalp up,3361.64,1,3361.64,-473.08,-0.10,0,313.41,0.06,-473.08,-0.10,-16611.91,-1.66,13
350,Exit short,2025-08-13 16:18,SL,3359.93,1,3356.96,-439.07,-0.09,0,122.7,0.02,-439.07,-0.09,-17050.99,-1.71,28
350,Entry short,2025-08-13 15:50,M1 scalp down,3356.96,1,3356.96,-439.07,-0.09,0,122.7,0.02,-439.07,-0.09,-17050.99,-1.71,28
351,Exit long,2025-08-13 16:44,SL,3357.36,2,6718.56,-567.69,-0.06,0,0,0.00,-567.69,-0.06,-17618.68,-1.76,7
351,Entry long,2025-08-13 16:37,M1 scalp up,3359.28,2,6718.56,-567.69,-0.06,0,0,0.00,-567.69,-0.06,-17618.68,-1.76,7
352,Exit long,2025-08-13 17:02,TSL,3358.49,3,10072.8,394.72,0.03,0,545.51,0.04,-93.14,-0.01,-17223.96,-1.72,4
352,Entry long,2025-08-13 16:58,M1 scalp up,3357.6,3,10072.8,394.72,0.03,0,545.51,0.04,-93.14,-0.01,-17223.96,-1.72,4
353,Exit long,2025-08-13 17:17,TSL,3358.57,3,10072.65,452.38,0.03,0,603.17,0.04,-195.14,-0.01,-16771.58,-1.68,11
353,Entry long,2025-08-13 17:06,M1 scalp up,3357.55,3,10072.65,452.38,0.03,0,603.17,0.04,-195.14,-0.01,-16771.58,-1.68,11
354,Exit short,2025-08-13 17:54,TSL,3353.77,2,6710.46,431.68,0.04,0,659.35,0.07,-20.7,0.00,-16339.89,-1.63,5
354,Entry short,2025-08-13 17:49,M1 scalp down,3355.23,2,6710.46,431.68,0.04,0,659.35,0.07,-20.7,0.00,-16339.89,-1.63,5
355,Exit short,2025-08-14 16:14,TSL,3334.22,1,3338.65,652.87,0.13,0,817.93,0.17,-616.02,-0.13,-15687.03,-1.57,57
355,Entry short,2025-08-14 15:17,M1 scalp down,3338.65,1,3338.65,652.87,0.13,0,817.93,0.17,-616.02,-0.13,-15687.03,-1.57,57
356,Exit short,2025-08-14 17:21,SL,3337.79,1,3333.25,-669.08,-0.14,0,196.01,0.04,-669.08,-0.14,-16356.11,-1.64,46
356,Entry short,2025-08-14 16:35,M1 scalp down,3333.25,1,3333.25,-669.08,-0.14,0,196.01,0.04,-669.08,-0.14,-16356.11,-1.64,46
357,Exit short,2025-08-14 17:30,TSL,3337.08,2,6676.54,350.75,0.04,0,524.65,0.05,-56,-0.01,-16005.36,-1.60,2
357,Entry short,2025-08-14 17:28,M1 scalp down,3338.27,2,6676.54,350.75,0.04,0,524.65,0.05,-56,-0.01,-16005.36,-1.60,2
358,Exit short,2025-08-14 19:03,SL,3339.39,2,6674.04,-698.55,-0.07,0,315.38,0.03,-698.55,-0.07,-16703.91,-1.67,79
358,Entry short,2025-08-14 17:44,M1 scalp down,3337.02,2,6674.04,-698.55,-0.07,0,315.38,0.03,-698.55,-0.07,-16703.91,-1.67,79
359,Exit short,2025-08-15 13:31,TSL,3339.6,1,3339.6,0,0.00,0,0,0.00,0,0.00,-16703.91,-1.67,0
359,Entry short,2025-08-15 13:31,M1 scalp down,3339.6,1,3339.6,0,0.00,0,0,0.00,0,0.00,-16703.91,-1.67,0
360,Exit short,2025-08-15 15:02,SL,3343.96,1,3339.33,-684.07,-0.14,0,224.58,0.05,-684.07,-0.14,-17387.98,-1.74,51
360,Entry short,2025-08-15 14:11,M1 scalp down,3339.33,1,3339.33,-684.07,-0.14,0,224.58,0.05,-684.07,-0.14,-17387.98,-1.74,51
361,Exit short,2025-08-15 16:09,TSL,3340.93,1,3343.64,400.4,0.08,0,576.22,0.12,-209.8,-0.04,-16987.58,-1.70,49
361,Entry short,2025-08-15 15:20,M1 scalp down,3343.64,1,3343.64,400.4,0.08,0,576.22,0.12,-209.8,-0.04,-16987.58,-1.70,49
362,Exit short,2025-08-15 16:48,TSL,3337.96,2,6678.18,333.91,0.03,0,481.66,0.05,-100.47,-0.01,-16653.67,-1.67,9
362,Entry short,2025-08-15 16:39,M1 scalp down,3339.09,2,6678.18,333.91,0.03,0,481.66,0.05,-100.47,-0.01,-16653.67,-1.67,9
363,Exit short,2025-08-15 17:07,TSL,3336.02,2,6676.28,626.45,0.06,0,774.2,0.08,-260.04,-0.03,-16027.22,-1.60,7
363,Entry short,2025-08-15 17:00,M1 scalp down,3338.14,2,6676.28,626.45,0.06,0,774.2,0.08,-260.04,-0.03,-16027.22,-1.60,7
364,Exit short,2025-08-15 18:04,TSL,3335.29,2,6673.78,472.79,0.05,0,644.18,0.07,-195.03,-0.02,-15554.43,-1.56,47
364,Entry short,2025-08-15 17:17,M1 scalp down,3336.89,2,6673.78,472.79,0.05,0,644.18,0.07,-195.03,-0.02,-15554.43,-1.56,47
365,Exit short,2025-08-15 20:24,TSL,3337.54,3,10014.84,328,0.02,0,478.7,0.03,-598.38,-0.04,-15226.43,-1.52,31
365,Entry short,2025-08-15 19:53,M1 scalp down,3338.28,3,10014.84,328,0.02,0,478.7,0.03,-598.38,-0.04,-15226.43,-1.52,31
366,Exit short,2025-08-18 14:49,TSL,3334.98,1,3337.01,298.65,0.06,0,448.71,0.09,-258.93,-0.05,-14927.78,-1.49,25
366,Entry short,2025-08-18 14:24,M1 scalp down,3337.01,1,3337.01,298.65,0.06,0,448.71,0.09,-258.93,-0.05,-14927.78,-1.49,25
367,Exit short,2025-08-18 16:21,TSL,3332.84,1,3334.87,298.65,0.06,0,445.77,0.09,-297.18,-0.06,-14629.13,-1.46,80
367,Entry short,2025-08-18 15:01,M1 scalp down,3334.87,1,3334.87,298.65,0.06,0,445.77,0.09,-297.18,-0.06,-14629.13,-1.46,80
368,Exit short,2025-08-18 17:45,SL,3334.67,2,6665.66,-541.4,-0.06,0,329.55,0.03,-541.4,-0.06,-15170.52,-1.52,73
368,Entry short,2025-08-18 16:32,M1 scalp down,3332.83,2,6665.66,-541.4,-0.06,0,329.55,0.03,-541.4,-0.06,-15170.52,-1.52,73
369,Exit short,2025-08-19 13:36,SL,3336.77,1,3332.68,-604.76,-0.12,0,31.05,0.01,-604.76,-0.12,-15775.28,-1.58,5
369,Entry short,2025-08-19 13:31,M1 scalp down,3332.68,1,3332.68,-604.76,-0.12,0,31.05,0.01,-604.76,-0.12,-15775.28,-1.58,5
370,Exit short,2025-08-19 14:00,TSL,3334.65,1,3337.39,405.14,0.08,0,572.23,0.12,-273.54,-0.06,-15370.14,-1.54,18
370,Entry short,2025-08-19 13:42,M1 scalp down,3337.39,1,3337.39,405.14,0.08,0,572.23,0.12,-273.54,-0.06,-15370.14,-1.54,18
371,Exit short,2025-08-19 14:35,TSL,3332.9,1,3336.15,480.55,0.10,0,628.41,0.13,-78.37,-0.02,-14889.59,-1.49,12
371,Entry short,2025-08-19 14:23,M1 scalp down,3336.15,1,3336.15,480.55,0.10,0,628.41,0.13,-78.37,-0.02,-14889.59,-1.49,12
372,Exit short,2025-08-19 15:03,TSL,3323.24,1,3325.55,341.56,0.07,0,547.09,0.11,-147.86,-0.03,-14548.02,-1.45,3
372,Entry short,2025-08-19 15:00,M1 scalp down,3325.55,1,3325.55,341.56,0.07,0,547.09,0.11,-147.86,-0.03,-14548.02,-1.45,3
373,Exit short,2025-08-19 16:14,TSL,3321.6,1,3323.85,332.69,0.07,0,487.94,0.10,-433.24,-0.09,-14215.33,-1.42,57
373,Entry short,2025-08-19 15:17,M1 scalp down,3323.85,1,3323.85,332.69,0.07,0,487.94,0.10,-433.24,-0.09,-14215.33,-1.42,57
374,Exit short,2025-08-19 16:54,TSL,3317.54,2,6638.98,576.66,0.06,0,730.44,0.07,-319.38,-0.03,-13638.67,-1.36,11
374,Entry short,2025-08-19 16:43,M1 scalp down,3319.49,2,6638.98,576.66,0.06,0,730.44,0.07,-319.38,-0.03,-13638.67,-1.36,11
375,Exit short,2025-08-19 17:30,TSL,3315.87,1,3318.37,369.66,0.08,0,517.52,0.11,-99.07,-0.02,-13269.02,-1.33,23
375,Entry short,2025-08-19 17:07,M1 scalp down,3318.37,1,3318.37,369.66,0.08,0,517.52,0.11,-99.07,-0.02,-13269.02,-1.33,23
376,Exit short,2025-08-19 20:18,TSL,3315.92,1,3318.04,313.47,0.06,0,461.33,0.09,-325.3,-0.07,-12955.55,-1.30,160
376,Entry short,2025-08-19 17:38,M1 scalp down,3318.04,1,3318.04,313.47,0.06,0,461.33,0.09,-325.3,-0.07,-12955.55,-1.30,160
377,Exit long,2025-08-20 13:59,TSL,3344.85,1,3340.93,578.81,0.12,0,726.46,0.15,-93.02,-0.02,-12376.74,-1.24,9
377,Entry long,2025-08-20 13:50,M1 scalp up,3340.93,1,3340.93,578.81,0.12,0,726.46,0.15,-93.02,-0.02,-12376.74,-1.24,9
378,Exit long,2025-08-20 14:34,TSL,3345.46,1,3341.05,651.16,0.13,0,798.81,0.16,-149.13,-0.03,-11725.58,-1.17,18
378,Entry long,2025-08-20 14:16,M1 scalp up,3341.05,1,3341.05,651.16,0.13,0,798.81,0.16,-149.13,-0.03,-11725.58,-1.17,18
379,Exit long,2025-08-20 15:09,SL,3342.89,1,3346.36,-512.36,-0.10,0,11.81,0.00,-512.36,-0.10,-12237.95,-1.22,8
379,Entry long,2025-08-20 15:01,M1 scalp up,3346.36,1,3346.36,-512.36,-0.10,0,11.81,0.00,-512.36,-0.10,-12237.95,-1.22,8
380,Exit long,2025-08-20 15:26,SL,3339.55,1,3342.79,-478.4,-0.10,0,42.82,0.01,-478.4,-0.10,-12716.35,-1.27,11
380,Entry long,2025-08-20 15:15,M1 scalp up,3342.79,1,3342.79,-478.4,-0.10,0,42.82,0.01,-478.4,-0.10,-12716.35,-1.27,11
381,Exit long,2025-08-20 16:06,TSL,3342.58,1,3340.19,352.9,0.07,0,500.55,0.10,-191.95,-0.04,-12363.45,-1.24,32
381,Entry long,2025-08-20 15:34,M1 scalp up,3340.19,1,3340.19,352.9,0.07,0,500.55,0.10,-191.95,-0.04,-12363.45,-1.24,32
382,Exit long,2025-08-20 16:35,TSL,3344.32,2,6685.78,422.29,0.04,0,569.95,0.06,-29.53,0.00,-11941.16,-1.19,10
382,Entry long,2025-08-20 16:25,M1 scalp up,3342.89,2,6685.78,422.29,0.04,0,569.95,0.06,-29.53,0.00,-11941.16,-1.19,10
383,Exit long,2025-08-20 16:57,TSL,3345.52,2,6688.78,333.7,0.03,0,484.31,0.05,-88.59,-0.01,-11607.46,-1.16,7
383,Entry long,2025-08-20 16:50,M1 scalp up,3344.39,2,6688.78,333.7,0.03,0,484.31,0.05,-88.59,-0.01,-11607.46,-1.16,7
384,Exit long,2025-08-20 17:11,TSL,3345.39,3,10033.89,336.65,0.02,0,487.26,0.03,-265.78,-0.02,-11270.81,-1.13,3
384,Entry long,2025-08-20 17:08,M1 scalp up,3344.63,3,10033.89,336.65,0.02,0,487.26,0.03,-265.78,-0.02,-11270.81,-1.13,3
385,Exit long,2025-08-20 17:55,TSL,3347.6,2,6690.94,629.01,0.06,0,776.67,0.08,-82.69,-0.01,-10641.8,-1.06,22
385,Entry long,2025-08-20 17:33,M1 scalp up,3345.47,2,6690.94,629.01,0.06,0,776.67,0.08,-82.69,-0.01,-10641.8,-1.06,22
386,Exit long,2025-08-20 20:28,TSL,3348.82,3,10043.79,394.24,0.03,0,544.85,0.04,-212.62,-0.01,-10247.56,-1.02,27
386,Entry long,2025-08-20 20:01,M1 scalp up,3347.93,3,10043.79,394.24,0.03,0,544.85,0.04,-212.62,-0.01,-10247.56,-1.02,27
